rank,platform,asin,title,brand,seller,price_usd,price_bucket_2usd,rating,reviews,monthly_sales,monthly_sales_share_pct,monthly_revenue_usd,monthly_revenue_share_pct,height_group,price_band_old,tags
71,Amazon US,B0F9KTZM8T,"PEQULTI Cat Tree for Small to Medium Cats — Cute Gray Cat Tower with Wide Cushioned Perch, Private Condo & Sisal Scratching Post for Indoor Kittens, Aesthetic Cat Furniture",PEQULTI,Siyupet,39.99,$38-$39.99,4.4,257.0,538.0,0.41291550582149467,21514.62,0.3150864243213114,height not shown,$30-49,"condo,kitten"
72,Amazon US,B0F2SX413R,"Gitelsnour Maine Coon Cat Tree, Heavy Duty Cat Tree for Indoor Cats Large Adult, Cat Tower for Large Cats 20 lbs+ with Hammock, 2 Big Perches, 2 Cat Condos, 15 Scratching Posts, Smoky Gray GCT033G",Gitelsnour,Gitelsnour Home,109.99,$108-$109.99,4.6,309.0,535.0,0.41061300300092873,58844.65,0.8617930671766018,height not shown,$80-119,"large-cat,heavy-duty,condo,hammock"
73,Amazon US,B0BRCZZGFF,"26.7in Large Cat Tree Tower Condo, Cat Scratch Posts for Indoor Cats, Big Plate, Three 23.6in Full Sisal Scratching Posts, Rustic Brown",FourFurPets,FourFurPets,39.99,$38-$39.99,4.4,1169.0,515.0,0.39526298419715566,20594.85,0.301616186850326,<36in small/kitten,$30-49,"large-cat,condo"
74,Amazon US,B0CCTTNK7L,"MUTTROS Flower Cat Tree with Large Metal Frame Hammock, 35' Cute Cat Tower with Sisal Scratching Posts for Small Indoor Cats, Cat Condo with Pink Top Perch for Kittens, Pink",MUTTROS,CHPET INC,40.84,$40-$41.99,4.5,931.0,509.0,0.3906579785560237,20787.56,0.30443846792389173,<36in small/kitten,$30-49,"large-cat,condo,hammock,novelty-flower"
75,Amazon US,B0D48X6SZD,"Feandrea Cat Tree, 66.9-Inch Cat Tower with Litter Box Enclosure, Large Condo with Food Station, Storage, Scratching Posts, Cave, Hammock, Washable Cushions, Heather Greige UPCT169K02",Feandrea,Amazon,113.04,$112-$113.99,4.6,757.0,501.0,0.3845179710345145,56633.04,0.8294035438248875,height not shown,$80-119,"large-cat,condo,hammock"
76,Amazon US,B0DPQ7P2VH,"32“ Cat Tree Tower for Indoor Cats - 2 Cozy Condos, Multi-Level Cat Scratching Posts with Sisal, Soft Padded Perch, 2 Dangling Toys, Light Grey",UYMI,UYMI-US,45.99,$44-$45.99,4.4,325.0,498.0,0.38221546821394853,22903.02,0.33541985300969673,height not shown,$30-49,"multi-level,condo"
77,Amazon US,B0F2SP5JMM,"Gitelsnour Cat Tree for Indoor Cats, 71’’ (180cm) Multi-Level Cat Tower for Large Adult, Sturdy Cat Tree House with 2 Scratching Boards 7 Posts, 2 Plush Perches/Condos, Hammock, Smoky Gray GCT032G",Gitelsnour,Gitelsnour Home,99.99,$98-$99.99,4.7,440.0,497.0,0.3814479672737599,49695.03,0.7277948348258207,height not shown,$80-119,"large-cat,multi-level,condo,hammock"
78,Amazon US,B01KNJVO7K,"Roypet 32' Cat Tree for Indoor Cats, 2-in-1 Cat House with Sisal Scratching Post & Ramp, 2-Level Cat Tower with Rotatable Feather & Ball Toys, Stable Grey Cat Condo for Small/Medium Cats, Grey",Roypet,Roypet,22.99,$22-$23.99,4.3,3497.0,486.0,0.37300545693168474,11173.14,0.16363313556276696,<36in small/kitten,$0-29,condo
79,Amazon US,B0BN9WC16P,"Yaheetech 70.5in Cat Tower, Multi Level Cat Tree Kitten Condo with 2 Condos & 2 Plush Perches & Scratching Post & Dangling Ball for Medium/Large Cats Dark Gray",Yaheetech,Yaheetech,55.99,$54-$55.99,4.6,10144.0,482.0,0.36993545317093013,26987.18,0.3952332901401749,65-74in large/multicat,$50-79,"large-cat,multi-level,condo,kitten"
80,Amazon US,B0FDVFBBMW,"KinoTail Cat Tree for Large Cat, 20.9 * 15.7in Large Perch Bed for Adult Cats, 22.8in Cat Tower with Scratching Post, Cat Condo with 2-Door for Indoor Cats, Dark Gray",KinoTail,OROPY Home,34.99,$34-$35.99,4.5,160.0,480.0,0.3684004512905528,16795.2,0.2459694623359041,<36in small/kitten,$30-49,"large-cat,condo"
82,Amazon US,B0DZGKWPHX,"Max & Marlow Cat Tree Floor to Ceiling Cat Tower Height 95-108“ Adjustable Kitten Tree Tall Climbing Tree with Carpet Scratching Post and Mat Cat Pole for Indoor Cats,Light Grey",Max & Marlow,Amazon,36.61,$36-$37.99,4.3,1519.0,471.0,0.36149294282885497,17243.31,0.2525321335614532,height not shown,$30-49,kitten
83,Amazon US,B0CLJKHG9G,Floor to Ceiling Cat Tree Height (50-120.5in) Adjustable Cat Tower 5 Tier Hemp Scratching Post High Cat Tree Sturdy Activity Tree Indoor Outdoor Cat Scratching Post Activity Center,TQEW,Bedoo cat,147.15,$146-$147.99,4.5,787.0,466.0,0.35765543812791173,68571.9,1.0042508201361926,75in+ oversized,$120+,
84,Amazon US,B0FSKJRDV6,"Globlazer Extra Large Cat Tree Tower, 82in Tall Heavy Duty Cat Tree for Indoor Cats Large Adult Big Cat Tower with 8 Scratching Posts, 2 Cat Condos, 2 Top Perches, 3 Hanging Baskets, S82, Beige",Globlazer,Globlazer,119.99,$118-$119.99,4.5,139.0,463.0,0.35535293530734574,55555.37,0.8136208255199234,75in+ oversized,$80-119,"large-cat,heavy-duty,condo"
86,Amazon US,B0F5M61JH8,"Globlazer XXL Giant Cat Tree, 83 Inch Heavy Duty Tall Cat Tower for Indoor Cats Large Adult, Multi-Level Large Cat Condo with 8 Scratching Posts, Hammock, 2 Cat Caves, 2 Platform, F83B, Dark Grey",Globlazer,Globlazer,119.99,$118-$119.99,4.6,211.0,414.0,0.3177453892381018,49675.86,0.7275140858860654,75in+ oversized,$80-119,"large-cat,heavy-duty,multi-level,condo"
87,Amazon US,B0DZCYDQGL,"Hey-brother Cat Tree, Cat Scratching Posts with Bed, Sturdy Tower with Fully Sisal-Wrapped Columns and Plush Toy Ball for Indoor Kittens, 18.9 inches, Smoky Gray MPJ010SG",Hey-brother,Hey brother,22.99,$22-$23.99,4.4,572.0,386.0,0.29625536291281956,8874.14,0.1299637661054075,<36in small/kitten,$0-29,kitten
88,Amazon US,B0DPQ6CJGK,"Feandrea Cat Tree, 65-Inch Tall Cat Tower, Multi-Level Condo with Cave, Basket, Hammock, Pompom, Scratching Posts, Almond Yellow UPCT118Y01",Feandrea,Amazon,69.99,$68-$69.99,4.5,81.0,380.0,0.29165035727168764,26596.2,0.38950730054885757,height not shown,$50-79,"multi-level,condo,hammock"
89,Amazon US,B0FF3JNFSZ,"17.1-inch Small Cat Tree Tower with Scratching Post for Indoor Cats,Grey",Psicway,Pwinner,24.99,$24-$25.99,4.6,83.0,378.0,0.29011535539131034,9446.22,0.13834200572226968,height not shown,$0-29,
90,Amazon US,B0F6NN73CM,"Keygarzone Multi-Level Cat Tree Tower for Large Cats with Scratching Posts, Condos, Perch, Hammocks & Toys, Cat Jungle Gym for Indoor Cats, Ideal for Multi-Cat Households, Dark Grey",keygarzone,KeygarZone,31.99,$30-$31.99,4.6,48.0,336.0,0.257880315903387,10748.64,0.1574162380705316,height not shown,$30-49,"large-cat,multi-level,condo,hammock"
91,Amazon US,B0G2HB1MG4,"HITTITE Solid Wood Cat Tree Tower with Scratching Post, 53 Inches Tall Cat Towers with Scratching Board and Scratcher Ball, Modern Cat Tower with Space Capsule and Removable Top Bed for Indoor Cats",HITTITE,HITTITE,149.99,$148-$149.99,4.1,46.0,335.0,0.2571128149631983,50246.65,0.7358734331642586,50-64in mainstream,$120+,"wood/modern,modern"
92,Amazon US,B0CN93HYWV,"MUTTROS Flower Cat Tree, 28' Cat Tower with Cozy Flower Perch, Large Hammock for Indoor Small Cats, Cute Cat Tree with Sisal Scratching Post and Fur Toy Ball for Kittens, Pink",MUTTROS,CHPET INC,39.99,$38-$39.99,4.5,375.0,302.0,0.2317852839369728,12076.98,0.1768700746190261,<36in small/kitten,$30-49,"large-cat,hammock,novelty-flower,kitten"
93,Amazon US,B0F62T16TX,"FUKUMARU Floor to Ceiling Cat Tree, 6 Level Adjustable Height (6-10 ft) Climbing Tower with Thickened Scratching Posts, Cats Activity Center with Cozy Hammock - Beige",FUKUMARU,FUKUMARU,145.79,$144-$145.99,4.6,594.0,269.0,0.20645775291074733,39217.51,0.5743492098250061,height not shown,$120+,hammock
94,Amazon US,B0D1FT6H65,"Hey-brother Cat Tree Tower, Scratching Posts with Removable Toys, Cozy Condo, Platform, Hammock, Sisal Scratch Board and Ball for Indoor Kittens, 41.3 Inches, Smoky Gray MPJ008SG",Hey-brother,Hey brother,39.99,$38-$39.99,4.2,485.0,267.0,0.20492275103037003,10677.33,0.1563718871631787,36-49in mid-small,$30-49,"condo,hammock,kitten"
95,Amazon US,B07Q2B3B89,"Feandrea Cat Tree, 37.8-Inch Cat Tower, Multi-Level Condo with Widened Perch, Scratching Posts and Ramp, 2-Door Cave, Hammock, Light Gray UPCT51W",Feandrea,Amazon,42.49,$42-$43.99,4.6,10258.0,251.0,0.19264273598735157,10664.99,0.15619116510180253,height not shown,$30-49,"multi-level,condo,hammock"
96,Amazon US,B0DRYD538R,Allewie 81 Inches Tall Cat Tree/Multi-Level Large Climbing Tree House and Towers for Big Feline/Condo and Hammock/Scratching Post/Wide Base/Dark Grey,Allewie,Amazon,99.99,$98-$99.99,4.6,495.0,228.0,0.1749902143630126,22797.72,0.3338777109462518,75in+ oversized,$80-119,"large-cat,multi-level,condo,hammock"
97,Amazon US,B0C4TK4W4M,"Yaheetech Cactus Cat Tree for Indoor Cats, 62in Cat Tower with Scratching Posts, Hammock & Dangling Ball, Multi-Level Condo Activity Center Furniture",Yaheetech,Yaheetech,47.48,$46-$47.99,4.5,351.0,216.0,0.16578020308074878,10255.68,0.1501967285587004,50-64in mainstream,$30-49,"multi-level,condo,hammock,novelty-cactus"
98,Amazon US,B0C74CH8T7,"Hey-brother Cat Tree, Cat Tower for Indoor Cats, Cat House with Large Padded Bed, Cozy Condo, Hammocks, Sisal Scratching Posts, Big Scratcher, Light Gray MPJ006SW",Hey-brother,Hey brother,39.99,$38-$39.99,4.3,2405.0,209.0,0.1604076964994282,8357.91,0.12240346223634586,height not shown,$30-49,"large-cat,condo,hammock"
99,Amazon US,B0D9M85Y5M,"CAPHAUS Cat Tower for Indoor w/Cat Wand Toy, Modern Cute 74-Inch Cat Tree w/Widened Perch for Large Cats Kittens, Multi-Level Cat Activity Tree w/Scratching Posts, Tunnel, Basket, Cat Cave Condo",CAPHAUS,Fencerwire,53.99,$52-$53.99,4.4,1549.0,208.0,0.15964019555923956,11229.92,0.16446469136867772,height not shown,$50-79,"large-cat,multi-level,condo,modern"
100,Amazon US,B0GCCQZ2PG,"Cat Craft Cat Tree 63 Inch Cat Tower for Indoor Cats, Multi-Level Cat Tree for Large Cats 20 lbs+ Heavy Duty Cat Tower with Sisal Scratching Posts, Hammock, Condo and Extended Platform, Dark Grey",Cat Craft,Amazon,56.99,$56-$57.99,4.6,123.0,168.0,0.1289401579516935,9574.32,0.1402180588877711,50-64in mainstream,$50-79,"large-cat,heavy-duty,multi-level,condo"
